epoch,step,train_acc_epoch,train_loss_epoch,train_loss_step,val_acc,val_loss
0,0,,,1.981353759765625,,
0,1,,,1.96270751953125,,
0,2,,,1.73651123046875,,
0,3,,,1.7999267578125,,
0,4,,,1.6766815185546875,,
0,5,,,1.954437255859375,,
0,6,,,1.64117431640625,,
0,7,,,1.7505950927734375,,
0,8,,,1.4645233154296875,,
0,9,,,1.57171630859375,,
0,10,,,1.5928497314453125,,
0,11,,,1.62298583984375,,
0,12,,,1.5514678955078125,,
0,13,,,1.48895263671875,,
0,14,,,1.8443984985351562,,
0,15,,,1.6190719604492188,,
0,16,,,1.56842041015625,,
0,17,,,1.4984512329101562,,
0,18,,,1.5006332397460938,,
0,19,,,1.4400177001953125,,
0,20,,,1.6230621337890625,,
0,21,,,1.5986175537109375,,
0,22,,,1.824005126953125,,
0,23,,,1.5214080810546875,,
0,24,,,1.558441162109375,,
0,25,,,1.5575408935546875,,
0,26,,,1.4038238525390625,,
0,27,,,1.1585845947265625,,
0,28,,,1.5126190185546875,,
0,29,,,1.4086456298828125,,
0,30,,,1.4226837158203125,,
0,31,,,1.8487701416015625,,
0,32,,,1.361846923828125,,
0,33,,,1.430328369140625,,
0,34,,,1.39215087890625,,
0,35,,,1.6188812255859375,,
0,36,,,1.3826904296875,,
0,37,,,1.5416107177734375,,
0,38,,,1.315185546875,,
0,39,,,1.371795654296875,,
0,40,,,1.37591552734375,,
0,41,,,1.3935089111328125,,
0,42,,,1.4312591552734375,,
0,43,,,1.6319580078125,,
0,44,,,1.4914703369140625,,
0,45,,,1.51116943359375,,
0,46,,,1.4438018798828125,,
0,47,,,1.7607955932617188,,
0,48,,,1.82476806640625,,
0,49,,,1.5553436279296875,,
0,50,,,1.4442291259765625,,
0,51,,,1.6919708251953125,,
0,52,,,1.6299896240234375,,
0,53,,,1.400054931640625,,
0,54,,,1.4430389404296875,,
0,55,,,1.773223876953125,,
0,56,,,1.395721435546875,,
0,57,,,1.626617431640625,,
0,58,,,1.58917236328125,,
0,59,,,1.29229736328125,,
0,60,,,1.3909149169921875,,
0,61,,,1.61810302734375,,
0,62,,,1.705596923828125,,
0,63,,,1.5161590576171875,,
0,64,,,1.413787841796875,,
0,65,,,1.3929290771484375,,
0,66,,,1.475616455078125,,
0,67,,,1.4952545166015625,,
0,68,,,1.31982421875,,
0,69,,,1.2933807373046875,,
0,70,,,1.6235809326171875,,
0,71,,,1.7838897705078125,,
0,72,,,1.3489532470703125,,
0,73,,,1.58514404296875,,
0,74,,,1.63238525390625,,
0,75,,,1.4334716796875,,
0,76,,,1.2592620849609375,,
0,77,,,1.4589996337890625,,
0,78,,,1.6695709228515625,,
0,79,,,1.4406280517578125,,
0,80,,,1.4124603271484375,,
0,81,,,1.6585845947265625,,
0,82,,,1.2657470703125,,
0,83,,,1.3533477783203125,,
0,84,,,1.762054443359375,,
0,85,,,1.614013671875,,
0,86,,,1.353851318359375,,
0,87,,,1.6197357177734375,,
0,88,,,1.3578109741210938,,
0,89,,,1.4088897705078125,,
0,90,,,1.4633026123046875,,
0,91,,,1.5240631103515625,,
0,92,,,1.4453277587890625,,
0,93,,,1.6324462890625,,
0,94,,,1.6158599853515625,,
0,95,,,1.2908477783203125,,
0,96,,,1.665008544921875,,
0,97,,,1.5421600341796875,,
0,98,,,1.373992919921875,,
0,99,,,1.6827545166015625,,
0,100,,,1.5281982421875,,
0,101,,,1.4768218994140625,,
0,102,,,1.544189453125,,
0,103,,,1.5994720458984375,,
0,104,,,1.5284881591796875,,
0,105,,,1.657562255859375,,
0,106,,,1.764678955078125,,
0,107,,,1.4966888427734375,,
0,108,,,1.42034912109375,,
0,109,,,1.4553680419921875,,
0,110,,,1.6754913330078125,,
0,111,,,1.598358154296875,,
0,112,,,1.4073638916015625,,
0,113,,,1.26715087890625,,
0,114,,,1.370361328125,,
0,115,,,1.5410308837890625,,
0,116,,,1.38751220703125,,
0,117,,,1.4202728271484375,,
0,118,,,1.703521728515625,,
0,119,,,1.384033203125,,
0,120,,,1.5104751586914062,,
0,121,,,1.33843994140625,,
0,122,,,1.4190673828125,,
0,123,,,1.4460296630859375,,
0,124,,,1.4479522705078125,,
0,125,,,1.4571380615234375,,
0,126,,,1.7355194091796875,,
0,127,,,1.6103668212890625,,
0,128,,,1.644561767578125,,
0,129,,,1.4209213256835938,,
0,130,,,1.5534896850585938,,
0,131,,,1.4556732177734375,,
0,132,,,1.593475341796875,,
0,133,,,1.3900985717773438,,
0,134,,,1.5852508544921875,,
0,135,,,1.5149688720703125,,
0,136,,,1.501495361328125,,
0,137,,,1.134063720703125,,
0,138,,,1.1068267822265625,,
0,139,,,1.6260223388671875,,
0,140,,,1.5649948120117188,,
0,141,,,1.4676513671875,,
0,142,,,1.3405914306640625,,
0,143,,,1.678955078125,,
0,144,,,1.4131698608398438,,
0,145,,,1.5260162353515625,,
0,146,,,1.9339752197265625,,
0,147,,,1.6095123291015625,,
0,148,,,1.6278076171875,,
0,149,,,1.38958740234375,,
0,150,,,1.19708251953125,,
0,151,,,1.7151031494140625,,
0,152,,,1.66448974609375,,
0,153,,,1.490386962890625,,
0,154,,,1.3999786376953125,,
0,155,,,1.5020904541015625,,
0,156,,,1.6778717041015625,,
0,157,,,1.3966598510742188,,
0,158,,,1.383087158203125,,
0,159,,,1.2610397338867188,,
0,160,,,1.4929656982421875,,
0,161,,,1.3488616943359375,,
0,162,,,1.6309661865234375,,
0,163,,,1.385833740234375,,
0,164,,,1.356689453125,,
0,165,,,1.5828399658203125,,
0,166,,,1.2034912109375,,
0,167,,,1.4141082763671875,,
0,168,,,1.2201995849609375,,
0,169,,,1.4804534912109375,,
0,170,,,1.4603729248046875,,
0,171,,,1.7050933837890625,,
0,172,,,1.420867919921875,,
0,173,,,1.9046783447265625,,
0,174,,,1.4903564453125,,
0,175,,,1.27716064453125,,
0,176,,,1.5958251953125,,
0,177,,,1.533935546875,,
0,178,,,1.4394683837890625,,
0,179,,,1.3884735107421875,,
0,180,,,1.659515380859375,,
0,181,,,1.402130126953125,,
0,182,,,1.4202117919921875,,
0,183,,,1.74774169921875,,
0,184,,,1.566802978515625,,
0,185,,,1.5631866455078125,,
0,186,,,1.8643035888671875,,
0,187,,,1.4695892333984375,,
0,188,,,1.284942626953125,,
0,189,,,1.47943115234375,,
0,190,,,1.73638916015625,,
0,191,,,1.3817596435546875,,
0,192,,,1.340179443359375,,
0,193,,,1.5465545654296875,,
0,194,,,1.3053436279296875,,
0,195,,,1.4693145751953125,,
0,196,,,1.5758514404296875,,
0,197,,,1.2056121826171875,,
0,198,,,1.4090728759765625,,
0,199,,,1.5251312255859375,,
0,200,,,1.3286895751953125,,
0,201,,,1.5986175537109375,,
0,202,,,1.532562255859375,,
0,203,,,1.364898681640625,,
0,204,,,1.4566497802734375,,
0,205,,,1.7683563232421875,,
0,206,,,1.71453857421875,,
0,207,,,1.55780029296875,,
0,208,,,1.28033447265625,,
0,209,,,1.3760833740234375,,
0,210,,,1.3446197509765625,,
0,211,,,1.395904541015625,,
0,212,,,1.37518310546875,,
0,213,,,1.5976104736328125,,
0,214,,,1.4965744018554688,,
0,215,,,1.4191055297851562,,
0,216,,,1.448455810546875,,
0,217,,,1.39910888671875,,
0,218,,,1.7744598388671875,,
0,219,,,1.3619384765625,,
0,220,,,1.5986328125,,
0,221,,,1.4142074584960938,,
0,222,,,1.39459228515625,,
0,223,,,1.4153289794921875,,
0,224,,,1.849151611328125,,
0,225,,,1.231658935546875,,
0,226,,,1.614349365234375,,
0,227,,,1.4142913818359375,,
0,228,,,1.490966796875,,
0,229,,,1.4827423095703125,,
0,230,,,1.526947021484375,,
0,231,,,1.35906982421875,,
0,232,,,1.6139678955078125,,
0,233,,,1.652587890625,,
0,234,,,1.2969512939453125,,
0,235,,,1.201629638671875,,
0,236,,,1.5462646484375,,
0,237,,,1.502166748046875,,
0,238,,,1.3144073486328125,,
0,239,,,1.5701751708984375,,
0,240,,,1.5748138427734375,,
0,241,,,1.4931640625,,
0,242,,,1.753082275390625,,
0,243,,,1.51068115234375,,
0,244,,,1.6053619384765625,,
0,245,,,1.814117431640625,,
0,246,,,1.5077972412109375,,
0,247,,,1.468994140625,,
0,248,,,1.3747711181640625,,
0,249,,,1.643524169921875,,
0,250,,,1.43023681640625,,
0,251,,,1.408477783203125,,
0,252,,,1.32025146484375,,
0,253,,,1.448028564453125,,
0,254,,,1.5604400634765625,,
0,255,,,1.410491943359375,,
0,256,,,1.43505859375,,
0,257,,,1.234375,,
0,258,,,1.4785308837890625,,
0,259,,,1.475006103515625,,
0,260,,,1.217742919921875,,
0,261,,,1.5132904052734375,,
0,262,,,1.573028564453125,,
0,263,,,1.6002655029296875,,
0,264,,,1.4431304931640625,,
0,265,,,1.2680282592773438,,
0,266,,,1.5257720947265625,,
0,267,,,1.372100830078125,,
0,268,,,1.41632080078125,,
0,269,,,1.3687286376953125,,
0,270,,,1.2595977783203125,,
0,271,,,1.378662109375,,
0,272,,,1.381134033203125,,
0,273,,,1.5032196044921875,,
0,274,,,1.458160400390625,,
0,275,,,1.601776123046875,,
0,276,,,1.4310989379882812,,
0,277,,,1.725555419921875,,
0,278,,,1.570770263671875,,
0,279,,,1.736541748046875,,
0,280,,,1.4337921142578125,,
0,281,,,1.36309814453125,,
0,282,,,1.5645599365234375,,
0,283,,,1.550628662109375,,
0,284,,,1.658966064453125,,
0,285,,,1.5073089599609375,,
0,286,,,1.5489959716796875,,
0,287,,,1.437225341796875,,
0,288,,,1.5098419189453125,,
0,289,,,1.7339630126953125,,
0,290,,,1.655426025390625,,
0,291,,,1.573150634765625,,
0,292,,,1.6584320068359375,,
0,293,,,1.409423828125,,
0,294,,,1.4232940673828125,,
0,295,,,1.5285491943359375,,
0,296,,,1.305511474609375,,
0,297,,,1.5085601806640625,,
0,298,,,1.5527191162109375,,
0,299,,,1.3752593994140625,,
0,300,,,1.5636138916015625,,
0,301,,,1.475067138671875,,
0,302,,,1.3172149658203125,,
0,303,,,1.511505126953125,,
0,304,,,1.4258575439453125,,
0,305,,,1.3916168212890625,,
0,306,,,1.59429931640625,,
0,307,,,1.7420654296875,,
0,308,,,1.5055694580078125,,
0,309,,,1.4360809326171875,,
0,310,,,1.75885009765625,,
0,311,,,1.556396484375,,
0,312,,,1.274627685546875,,
0,313,,,1.507049560546875,,
0,314,,,1.6341552734375,,
0,315,,,1.583984375,,
0,316,,,1.6953887939453125,,
0,317,,,1.3361053466796875,,
0,318,,,1.4288177490234375,,
0,319,,,1.49969482421875,,
0,320,,,1.5469970703125,,
0,321,,,1.4061126708984375,,
0,322,,,1.3606719970703125,,
0,323,,,1.53509521484375,,
0,324,,,1.3907928466796875,,
0,325,,,1.30401611328125,,
0,326,,,1.5745849609375,,
0,327,,,1.5391998291015625,,
0,328,,,1.5285491943359375,,
0,329,,,1.3757171630859375,,
0,330,,,1.522125244140625,,
0,331,,,1.4850997924804688,,
0,332,,,1.4793243408203125,,
0,333,,,1.5903396606445312,,
0,334,,,1.5040969848632812,,
0,335,,,1.35101318359375,,
0,336,,,1.4199676513671875,,
0,337,,,1.6564788818359375,,
0,338,,,1.6320343017578125,,
0,339,,,1.5731964111328125,,
0,340,,,1.4145355224609375,,
0,341,,,1.682342529296875,,
0,342,,,1.5589752197265625,,
0,343,,,1.5335693359375,,
0,344,,,1.4713287353515625,,
0,345,,,1.539703369140625,,
0,346,,,1.63739013671875,,
0,347,,,1.451019287109375,,
0,348,,,1.48175048828125,,
0,349,,,1.6131439208984375,,
0,350,,,1.4486846923828125,,
0,351,,,1.454071044921875,,
0,352,,,1.3838958740234375,,
0,353,,,1.579132080078125,,
0,354,,,1.6603240966796875,,
0,355,,,1.3207244873046875,,
0,356,,,1.4028778076171875,,
0,357,,,1.5208740234375,,
0,358,,,1.4754486083984375,,
0,359,,,1.52166748046875,,
0,360,,,1.4232635498046875,,
0,361,,,1.4813690185546875,,
0,362,,,1.613189697265625,,
0,363,,,1.68511962890625,,
0,364,,,1.4201202392578125,,
0,365,,,1.3960723876953125,,
0,366,,,1.4645843505859375,,
0,367,,,1.6036529541015625,,
0,368,,,1.2780914306640625,,
0,369,,,1.554473876953125,,
0,370,,,1.332122802734375,,
0,371,,,1.41986083984375,,
0,372,,,1.484344482421875,,
0,373,,,1.5951690673828125,,
0,374,,,1.4190521240234375,,
0,375,,,1.3313140869140625,,
0,376,,,1.5395965576171875,,
0,377,,,1.6351318359375,,
0,378,,,1.516998291015625,,
0,379,,,1.6068572998046875,,
0,380,,,1.38275146484375,,
0,381,,,1.6429290771484375,,
0,382,,,1.4219207763671875,,
0,383,,,1.48980712890625,,
0,384,,,1.4686279296875,,
0,385,,,1.419403076171875,,
0,386,,,1.4600982666015625,,
0,387,,,1.63800048828125,,
0,388,,,1.5086212158203125,,
0,389,,,1.6411590576171875,,
0,390,,,1.438018798828125,,
0,391,,,1.6918487548828125,,
0,392,,,1.2870635986328125,,
0,393,,,1.2860565185546875,,
0,394,,,1.644622802734375,,
0,395,,,1.5173797607421875,,
0,396,,,1.48248291015625,,
0,397,,,1.587615966796875,,
0,398,,,1.5376052856445312,,
0,399,,,1.736968994140625,,
0,400,,,1.2849273681640625,,
0,401,,,1.22698974609375,,
0,402,,,1.3570098876953125,,
0,403,,,1.2890701293945312,,
0,404,,,1.4485321044921875,,
0,405,,,1.483062744140625,,
0,406,,,1.3209762573242188,,
0,407,,,1.3603973388671875,,
0,408,,,1.576263427734375,,
0,409,,,1.3219146728515625,,
0,410,,,1.2916183471679688,,
0,411,,,1.4485702514648438,,
0,412,,,1.26776123046875,,
0,413,,,1.4457550048828125,,
0,414,,,1.387237548828125,,
0,415,,,1.5653228759765625,,
0,416,,,1.3925628662109375,,
0,417,,,1.29681396484375,,
0,418,,,1.3136520385742188,,
0,419,,,1.255523681640625,,
0,420,,,1.1830291748046875,,
0,421,,,1.79400634765625,,
0,422,,,1.36822509765625,,
0,423,,,1.312042236328125,,
0,424,,,1.3631744384765625,,
0,425,,,1.3940353393554688,,
0,426,,,1.4598388671875,,
0,427,,,1.3114013671875,,
0,428,,,1.7015838623046875,,
0,429,,,1.529541015625,,
0,430,,,1.39324951171875,,
0,431,,,1.3789825439453125,,
0,432,,,1.4490509033203125,,
0,433,,,1.699249267578125,,
0,434,,,1.48114013671875,,
0,435,,,1.7501678466796875,,
0,436,,,1.511383056640625,,
0,437,,,1.418792724609375,,
0,438,,,1.5783843994140625,,
0,439,,,1.3993682861328125,,
0,440,,,1.4368133544921875,,
0,441,,,1.1250152587890625,,
0,442,,,1.3277587890625,,
0,443,,,1.523345947265625,,
0,444,,,1.2115020751953125,,
0,445,,,1.261962890625,,
0,446,,,1.4803924560546875,,
0,447,,,1.4283599853515625,,
0,448,,,1.6483154296875,,
0,449,,,1.6957778930664062,,
0,450,,,1.5655288696289062,,
0,451,,,1.2612228393554688,,
0,452,,,1.2576446533203125,,
0,453,,,1.5187530517578125,,
0,454,,,1.4623947143554688,,
0,455,,,1.598968505859375,,
0,456,,,1.284271240234375,,
0,457,,,1.534271240234375,,
0,458,,,1.465301513671875,,
0,459,,,1.5166473388671875,,
0,460,,,1.3337249755859375,,
0,461,,,1.367279052734375,,
0,462,,,1.8350982666015625,,
0,463,,,1.398681640625,,
0,464,,,1.4131927490234375,,
0,465,,,1.3315887451171875,,
0,466,,,1.5801239013671875,,
0,467,,,1.3779754638671875,,
0,468,,,1.415679931640625,,
0,469,,,1.4294891357421875,,
0,470,,,1.5358428955078125,,
0,471,,,1.452392578125,,
0,472,,,1.44024658203125,,
0,473,,,1.5817108154296875,,
0,474,,,1.6327362060546875,,
0,475,,,1.5019683837890625,,
0,476,,,1.4764404296875,,
0,477,,,1.1952667236328125,,
0,478,,,1.3516998291015625,,
0,479,,,1.345489501953125,,
0,480,,,1.625,,
0,481,,,1.47332763671875,,
0,482,,,1.4367218017578125,,
0,483,,,1.4546356201171875,,
0,484,,,1.359771728515625,,
0,485,,,1.6309127807617188,,
0,486,,,1.5557403564453125,,
0,487,,,1.6502532958984375,,
0,488,,,1.454803466796875,,
0,489,,,1.319976806640625,,
0,490,,,1.5632171630859375,,
0,491,,,1.44659423828125,,
0,492,,,1.491546630859375,,
0,493,,,1.581512451171875,,
0,494,,,1.367950439453125,,
0,495,,,1.556884765625,,
0,496,,,1.747528076171875,,
0,497,,,1.34429931640625,,
0,498,,,1.3857879638671875,,
0,499,,,1.6904754638671875,,
0,500,,,1.513427734375,,
0,501,,,1.3483734130859375,,
0,502,,,1.4267425537109375,,
0,503,,,1.4801177978515625,,
0,504,,,1.3891754150390625,,
0,505,,,1.533905029296875,,
0,506,,,1.2516937255859375,,
0,507,,,1.7537384033203125,,
0,508,,,1.257110595703125,,
0,509,,,1.3709564208984375,,
0,510,,,1.5461578369140625,,
0,511,,,1.424102783203125,,
0,512,,,1.4500732421875,,
0,513,,,1.45611572265625,,
0,514,,,1.6243133544921875,,
0,515,,,1.570648193359375,,
0,516,,,1.295684814453125,,
0,517,,,1.52783203125,,
0,518,,,1.4187469482421875,,
0,519,,,1.3531875610351562,,
0,520,,,1.3026885986328125,,
0,521,,,1.4615478515625,,
0,522,,,1.516326904296875,,
0,523,,,1.6825714111328125,,
0,524,,,1.436676025390625,,
0,525,,,1.5520401000976562,,
0,526,,,1.5891571044921875,,
0,527,,,1.4942855834960938,,
0,528,,,1.4243316650390625,,
0,529,,,1.794952392578125,,
0,530,,,1.3618621826171875,,
0,531,,,1.42303466796875,,
0,532,,,1.5243072509765625,,
0,533,,,1.5699462890625,,
0,534,,,1.45220947265625,,
0,535,,,1.4579315185546875,,
0,536,,,1.488189697265625,,
0,537,,,1.500030517578125,,
0,538,,,1.5257720947265625,,
0,539,,,1.335296630859375,,
0,540,,,1.536956787109375,,
0,541,,,1.5150299072265625,,
0,542,,,1.2377166748046875,,
0,543,,,1.3961639404296875,,
0,544,,,1.2172088623046875,,
0,545,,,1.0956268310546875,,
0,546,,,1.277008056640625,,
0,547,,,1.3469619750976562,,
0,548,,,1.384063720703125,,
0,549,,,1.46807861328125,,
0,550,,,1.431884765625,,
0,551,,,1.3552780151367188,,
0,552,,,1.4613723754882812,,
0,553,,,1.3936004638671875,,
0,554,,,1.293853759765625,,
0,555,,,1.2445297241210938,,
0,556,,,1.681304931640625,,
0,557,,,1.2850112915039062,,
0,558,,,1.60150146484375,,
0,559,,,1.2826385498046875,,
0,560,,,1.434417724609375,,
0,561,,,1.598663330078125,,
0,562,,,1.5756759643554688,,
0,563,,,1.5367584228515625,,
0,564,,,1.373077392578125,,
0,565,,,1.0564727783203125,,
0,566,,,1.730682373046875,,
0,567,,,1.3454132080078125,,
0,568,,,1.4438629150390625,,
0,569,,,1.6176300048828125,,
0,570,,,1.4617156982421875,,
0,571,,,1.467041015625,,
0,572,,,1.367279052734375,,
0,573,,,1.5495452880859375,,
0,574,,,1.454376220703125,,
0,575,,,1.673065185546875,,
0,576,,,1.4727706909179688,,
0,577,,,1.67205810546875,,
0,578,,,1.2347145080566406,,
0,579,,,1.4738998413085938,,
0,580,,,1.5076675415039062,,
0,581,,,1.5584335327148438,,
0,582,,,1.5235519409179688,,
0,583,,,1.4833450317382812,,
0,584,,,1.3841552734375,,
0,585,,,1.4769439697265625,,
0,586,,,1.5039215087890625,,
0,587,,,1.4561614990234375,,
0,588,,,1.4199752807617188,,
0,589,,,1.43133544921875,,
0,590,,,1.6312332153320312,,
0,591,,,1.5611801147460938,,
0,592,,,1.3260345458984375,,
0,593,,,1.3079681396484375,,
0,594,,,1.3670501708984375,,
0,595,,,1.453857421875,,
0,596,,,1.42755126953125,,
0,597,,,1.43206787109375,,
0,598,,,1.6060028076171875,,
0,599,,,1.2648468017578125,,
0,600,,,1.5469512939453125,,
0,601,,,1.3372802734375,,
0,602,,,1.7948760986328125,,
0,603,,,1.366546630859375,,
0,604,,,1.4836502075195312,,
0,605,,,1.3460845947265625,,
0,606,,,1.3267059326171875,,
0,607,,,1.342010498046875,,
0,608,,,1.2085418701171875,,
0,609,,,1.408935546875,,
0,610,,,1.4273834228515625,,
0,611,,,1.6207122802734375,,
0,612,,,1.373870849609375,,
0,613,,,1.69610595703125,,
0,614,,,1.5403900146484375,,
0,615,,,1.4337005615234375,,
